"id","name","college","dept","title","is_asst","pub_year","pub_total","color","is_cfep","cfep_cluster"
"fyyamane","Yalcin Yamaner","College of Engineering","Electrical and Computer Engineering","","False","7","76","#0072B2","False",""
"ycheng20","Alice Cheng","College of Humanities and Social Sciences","Communication","","False","6","74","#CC79A7","False",""
"asanmig","Adriana San Miguel","College of Engineering","Chemical and Biomolecular Engineering","","False","4","55","#0072B2","False",""
"eesantis","Erik Santiso","College of Engineering","Chemical and Biomolecular Engineering","","False","7","63","#0072B2","False",""
"mkleine","Manuel Kleiner","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","13","122","#E69F00","False",""
"drpanthe","Dilip Panthee","College of Agriculture and Life Sciences","Horticultural Science","","False","2","79","#E69F00","False",""
"nrvinuez","Nelson Vinueza Benitez","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","3","54","#1ABC9C","False",""
"rbrober2","Reade Roberts","College of Sciences","Biological Sciences","","False","6","33","#009E73","False",""
"cpasala","Celen Pasalar","College of Design","Landscape Architecture and Environmental Planning","","False","1","2","#E74C3C","False",""
"jakamins","Jessica Kaminsky","College of Engineering","Civil, Construction and Environmental Engineering","","False","5","76","#0072B2","False",""
"ccmeisne","Colten Meisner","College of Humanities and Social Sciences","Communication","","False","1","8","#CC79A7","False",""
"rwgonzal","Ronalds Gonzalez","College of Natural Resources","Forest Biomaterials","","False","4","95","#9B59B6","False",""
"wshi3","Wei Shi","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","3","66","#E69F00","False",""
"amcabasm","Ashly Cabas Mijares","College of Engineering","Civil, Construction and Environmental Engineering","","False","1","18","#0072B2","False",""
"achakra2","Aranya Chakrabortty","College of Engineering","Electrical and Computer Engineering","","False","8","196","#0072B2","False",""
"dpellet","Denis Pelletier","Poole College of Management","Economics","","False","1","19","#F0E442","False",""
"acmclaug","Anne McLaughlin","College of Humanities and Social Sciences","Psychology","","False","7","107","#CC79A7","False",""
"armoorh2","Andy Moorhead","College of Veterinary Medicine","Clinical Sciences","","False","2","52","#56B4E9","False",""
"mchi","Min Chi","College of Engineering","Computer Science","","False","2","53","#0072B2","False",""
"imgimeno","Isabel Gimeno","College of Veterinary Medicine","Population Health and Pathobiology","","False","4","50","#56B4E9","False",""
"agopalar","Ashok Gopalarathnam","College of Engineering","Mechanical and Aerospace Engineering","","False","3","48","#0072B2","False",""
"jcao22","Jie Cao","College of Agriculture and Life Sciences","Applied Ecology","","False","3","51","#E69F00","False",""
"seshelto","Sarah Shelton","College of Engineering","Biomedical Engineering","","False","1","43","#0072B2","False",""
"cmaltec","Christian Maltecca","College of Agriculture and Life Sciences","Animal Science","","False","16","214","#E69F00","False",""
"frey","Chris Frey","College of Engineering","Engineering Research","","False","5","132","#0072B2","False",""
"sksupak","Stacy Supak","College of Natural Resources","Center for Geospatial Analytics","","False","3","12","#9B59B6","False",""
"lester","James Lester","College of Engineering","Computer Science","","False","10","150","#0072B2","False",""
"xjiang5","Xiaoning Jiang","College of Engineering","Mechanical and Aerospace Engineering","","False","23","372","#0072B2","False",""
"kaltofen","Erich Kaltofen","College of Sciences","Mathematics","","False","2","61","#009E73","False",""
"pmperkin","Penelope Perkins-Veazie","College of Agriculture and Life Sciences","Horticultural Science","","False","7","110","#E69F00","False",""
"jbudhat","Januka Budhathoki Uprety","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","1","38","#1ABC9C","False",""
"cflynch","Collin Lynch","College of Engineering","Computer Science","","False","2","43","#0072B2","False",""
"mjbradsh","Michael Bradshaw","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","2","67","#E69F00","False",""
"rsartor","Ryan Sartor","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","1","6","#E69F00","False",""
"kdgriege","Khara Grieger","College of Agriculture and Life Sciences","Applied Ecology","","False","6","76","#E69F00","False",""
"cbcoope3","Caren Cooper","College of Natural Resources","Forestry and Environmental Resources","","False","4","87","#9B59B6","False",""
"klan2","Kai Lan","College of Natural Resources","Forest Biomaterials","","False","3","47","#9B59B6","False",""
"mcsrougi","Melissa Srougi","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","1","26","#56B4E9","False",""
"mlila","Mary Lila","College of Agriculture and Life Sciences","Kannapolis Research","","False","10","202","#E69F00","False",""
"rgcarbon","Ruben Carbonell","College of Engineering","Golden Leaf Biomanufacturing Training and Education Center","","False","6","83","#0072B2","False",""
"cwong9","Chau-Wai Wong","College of Engineering","Electrical and Computer Engineering","","False","4","46","#0072B2","False",""
"rbordol","Rongmon Bordoloi","College of Sciences","Physics","","False","4","45","#009E73","False",""
"skoenig","Sebastian Koenig","College of Sciences","Physics","","False","1","46","#009E73","False",""
"hallen","Hans Hallen","College of Sciences","Physics","","False","5","58","#009E73","False",""
"jmgray2","Josh Gray","College of Natural Resources","Forestry and Environmental Resources","","False","5","47","#9B59B6","False",""
"bgilger","Brian Gilger","College of Veterinary Medicine","Clinical Sciences","","False","6","162","#56B4E9","False",""
"bbcutts","Bethany Cutts","College of Natural Resources","Parks, Recreation and Tourism Management","","False","1","55","#9B59B6","False",""
"gxu3","Guozhou Xu","College of Agriculture and Life Sciences","Molecular and Structural Biochemistry","","False","1","10","#E69F00","False",""
"arkendal","Allison Kendall","College of Veterinary Medicine","Clinical Sciences","","False","1","18","#56B4E9","False",""
"lnelson3","Laura Nelson","College of Veterinary Medicine","Clinical Sciences","","False","1","7","#56B4E9","False",""
"mdwalker","Mark Walker","Poole College of Management","Finance","","False","1","15","#F0E442","False",""
"lpal","Lokendra Pal","College of Natural Resources","Forest Biomaterials","","False","8","96","#9B59B6","False",""
"apgriesh","Andrew Grieshop","College of Engineering","Civil, Construction and Environmental Engineering","","False","5","67","#0072B2","False",""
"rlcook","Rachel Cook","College of Natural Resources","Forestry and Environmental Resources","","False","4","74","#9B59B6","False",""
"rfguerre","Rafael Guerrero","College of Sciences","Biological Sciences","","False","2","47","#009E73","False",""
"rjnaraya","Roger Narayan","College of Engineering","Biomedical Engineering","","False","14","288","#0072B2","False",""
