"id","name","college","dept","title","is_asst","pub_year","pub_total","color","is_cfep","cfep_cluster"
"jsstoneb","Jeffrey Stonebraker","Poole College of Management","Information Technology, Analytics, & Operations","","False","1","32","#F0E442","False",""
"rsazdan","Radmila Sazdanovic","College of Sciences","Mathematics","","False","2","53","#009E73","False",""
"bwtaylo3","Brad Taylor","College of Agriculture and Life Sciences","Applied Ecology","","False","2","30","#E69F00","False",""
"kmathews","Kyle Mathews","College of Veterinary Medicine","Clinical Sciences","","False","1","66","#56B4E9","False",""
"astaicu","Ana-Maria Staicu","College of Sciences","Statistics","","False","1","68","#009E73","False",""
"jbelmon2","Julio Monti Belmonte","College of Sciences","Physics","","False","1","29","#009E73","False",""
"slvaden","Shelly Vaden","College of Veterinary Medicine","Clinical Sciences","","False","2","84","#56B4E9","False",""
"nrames","Natalie Ames","College of Humanities and Social Sciences","Social Work","","False","3","13","#CC79A7","False",""
"bkgoodwi","Barry Goodwin","College of Agriculture and Life Sciences","Agricultural and Resource Economics","","False","7","76","#E69F00","False",""
"ksaul","Katherine Saul","College of Engineering","Mechanical and Aerospace Engineering","","False","1","76","#0072B2","False",""
"mjlewis","Melissa Lewis","College of Veterinary Medicine","Clinical Sciences","","False","1","55","#56B4E9","False",""
"rbhayes","Robert Hayes","College of Engineering","Nuclear Engineering","","False","2","61","#0072B2","False",""
"spontak","Richard Spontak","College of Engineering","Chemical and Biomolecular Engineering","","False","9","144","#0072B2","False",""
"gbyrd","Greg Byrd","College of Engineering","Electrical and Computer Engineering","","False","3","53","#0072B2","False",""
"bmrao","Balaji Rao","College of Engineering","Chemical and Biomolecular Engineering","","False","1","67","#0072B2","False",""
"mdlorenz","Marce Lorenzen","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","4","49","#E69F00","False",""
"mbedward","Michael Edwards","College of Natural Resources","Parks, Recreation and Tourism Management","","False","1","57","#9B59B6","False",""
"rcrespo","Rocio Crespo","College of Veterinary Medicine","Population Health and Pathobiology","","False","4","64","#56B4E9","False",""
"esmoney","Eric Money","College of Natural Resources","Center for Geospatial Analytics","","False","1","15","#9B59B6","False",""
"hdwester","Hans Westermeyer","College of Veterinary Medicine","Clinical Sciences","","False","1","43","#56B4E9","False",""
"arellis","Alan Ellis","College of Humanities and Social Sciences","Social Work","","False","1","72","#CC79A7","False",""
"nmatsud","Noboru Matsuda","College of Engineering","Computer Science","","False","1","34","#0072B2","False",""
"drsheehy","Donald Sheehy","College of Engineering","Computer Science","","False","1","29","#0072B2","False",""
"oaharrys","Ola Lars Harrysson","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","3","61","#0072B2","False",""
"jcmichno","Jim Michnowicz","College of Humanities and Social Sciences","World Languages and Cultures","","False","1","22","#CC79A7","False",""
"fldelosr","Francis de los Reyes","College of Engineering","Civil, Construction and Environmental Engineering","","False","3","93","#0072B2","False",""
"cjmattin","Carolyn Mattingly","College of Sciences","Biological Sciences","","False","4","59","#009E73","False",""
"macubeta","Marc Cubeta","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","2","64","#E69F00","False",""
"mtulbure","Mirela Tulbure","College of Natural Resources","Forestry and Environmental Resources","","False","2","55","#9B59B6","False",""
"gefernan","Gina Fernandez","College of Agriculture and Life Sciences","Horticultural Science","","False","1","48","#E69F00","False",""
"candice","Ioannis Viniotis","College of Engineering","Electrical and Computer Engineering","","False","2","23","#0072B2","False",""
"sbhatta4","Subhashish Bhattacharya","College of Engineering","Electrical and Computer Engineering","","False","25","632","#0072B2","False",""
"ejakubi","Elena Jakubikova","College of Sciences","Chemistry","","False","1","85","#009E73","False",""
"jlswann","Julie Swann","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","3","100","#0072B2","False",""
"dbdoughe","Daniel Dougherty","College of Sciences","Physics","","False","2","70","#009E73","False",""
"magazdik","Michaela Gazdik Stofer","College of Sciences","Biological Sciences","","False","1","14","#009E73","False",""
"sesuter","Steven Suter","College of Veterinary Medicine","Clinical Sciences","","False","2","52","#56B4E9","False",""
"sflim","Shuang Fang Lim","College of Sciences","Physics","","False","1","22","#009E73","False",""
"iperera","Imara Perera","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","2","33","#E69F00","False",""
"mlcrowle","Martha Crowley","College of Humanities and Social Sciences","Sociology and Anthropology","","False","2","14","#CC79A7","False",""
"ericro","Eric Rotenberg","College of Engineering","Electrical and Computer Engineering","","False","2","39","#0072B2","False",""
"rdewey","Ralph Dewey","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","6","37","#E69F00","False",""
"xie","Lian Xie","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","6","78","#009E73","False",""
"pcjordan","Paige Luck","College of Agriculture and Life Sciences","Food, Bioprocessing, and Nutrition Sciences","","False","2","11","#E69F00","False",""
"drasmus","David Rasmussen","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","1","57","#E69F00","False",""
"hall","Carol Hall","College of Engineering","Chemical and Biomolecular Engineering","","False","4","152","#0072B2","False",""
"jbearp","Julie Earp","Poole College of Management","Information Technology, Analytics, & Operations","","False","1","14","#F0E442","False",""
"mrodrig","Marcelo Rodriguez","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","4","16","#56B4E9","False",""
"wasandov","William Sandoval","College of Education","Science, Technology, Engineering, & Mathematics Education","","False","1","33","#D55E00","False",""
"techekk","Tarek Echekki","College of Engineering","Mechanical and Aerospace Engineering","","False","4","72","#0072B2","False",""
"sghosh2","Sujit Ghosh","College of Sciences","Statistics","","False","12","118","#009E73","False",""
"wftb","William Thompson","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","2","26","#E69F00","False",""
"tfang2","Tiegang Fang","College of Engineering","Mechanical and Aerospace Engineering","","False","15","163","#0072B2","False",""
"wyuan2","Wenqiao Yuan","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","2","73","#E69F00","False",""
"teshrive","Thomas Shriver","College of Humanities and Social Sciences","Sociology and Anthropology","","False","3","60","#CC79A7","False",""
"blondin","John Blondin","College of Sciences","Physics","","False","1","46","#009E73","False",""
"apmazzol","Andre Mazzoleni","College of Engineering","Mechanical and Aerospace Engineering","","False","3","60","#0072B2","False",""
"rleon","Ramon Leon Gonzalez","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","1","170","#E69F00","False",""
"mbreiski","Martha Burford Reiskind","College of Sciences","Biological Sciences","","False","2","31","#009E73","False",""
"dbrown","Dennis Brown","College of Agriculture and Life Sciences","Molecular and Structural Biochemistry","","False","1","30","#E69F00","False",""
"rouskas","Georgios Rouskas","College of Engineering","Computer Science","","False","8","89","#0072B2","False",""
"seyuter","Sandra Yuter","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","6","71","#009E73","False",""
"dxie","Deyu Xie","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","2","98","#E69F00","False",""
"rrunocic","Raymond Unocic","College of Engineering","Materials Science and Engineering","","False","2","209","#0072B2","False",""
"godwin","John Godwin","College of Sciences","Biological Sciences","","False","2","52","#009E73","False",""
"krgross","Kevin Gross","College of Sciences","Statistics","","False","3","51","#009E73","False",""
"dcmuddim","David Muddiman","College of Sciences","Chemistry","","False","19","307","#009E73","False",""
"leung","Yu-Fai Leung","College of Natural Resources","Parks, Recreation and Tourism Management","","False","1","67","#9B59B6","False",""
"mtanigu","Masahiko Taniguchi","College of Sciences","Chemistry","","False","4","111","#009E73","False",""
"tzagenc","Tom Zagenczyk","Poole College of Management","Management, Innovation and Entrepreneurship","","False","3","65","#F0E442","False",""
"kledmist","Keith Edmisten","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","1","17","#E69F00","False",""
"kogan","Kemafor Ogan","College of Engineering","Computer Science","","False","2","33","#0072B2","False",""
"akhowar5","Anna Howard","College of Engineering","Mechanical and Aerospace Engineering","","False","1","16","#0072B2","False",""
"ajbirken","Adam Birkenheuer","College of Veterinary Medicine","Clinical Sciences","","False","5","97","#56B4E9","False",""
"efrissma","Emilie Rissman","College of Sciences","Biological Sciences","","False","3","47","#009E73","False",""
"jemeitze","John Meitzen","College of Sciences","Biological Sciences","","False","2","55","#009E73","False",""
"jjpawlak","Joel Pawlak","College of Natural Resources","Forest Biomaterials","","False","1","77","#9B59B6","False",""
"wlu2","Wenchang Lu","College of Sciences","Physics","","False","6","51","#009E73","False",""
"talong","Terri Long","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","3","38","#E69F00","False",""
"iabolotn","Igor Bolotnov","College of Engineering","Nuclear Engineering","","False","1","64","#0072B2","False",""
"jllubisc","Jane Lubischer","College of Sciences","Biological Sciences","","False","1","8","#009E73","False",""
"yxiao34","Yi Xiao","College of Sciences","Chemistry","","False","2","83","#009E73","False",""
"jcbonner","James Bonner","College of Sciences","Biological Sciences","","False","4","48","#009E73","False",""
"jjohns24","Jeremiah Johnson","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","69","#0072B2","False",""
"beasleym","Mark Beasley","Poole College of Management","Accounting","","False","1","11","#F0E442","False",""
"cjcrosbi","Christopher Crosbie","College of Humanities and Social Sciences","English","","False","3","14","#CC79A7","False",""
"jlburne5","Jennifer Burnette","College of Humanities and Social Sciences","Psychology","","False","3","88","#CC79A7","False",""
"rjb","Russell Borski","College of Sciences","Biological Sciences","","False","7","51","#009E73","False",""
"smfergu2","Scott Ferguson","College of Engineering","Mechanical and Aerospace Engineering","","False","1","49","#0072B2","False",""
"xxu","Xu Xu","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","2","71","#0072B2","False",""
"lmitas","Lubos Mitas","College of Sciences","Physics","","False","4","80","#009E73","False",""
"aseyam","Abdel-Fattah Seyam","Wilson College of Textiles","Textile and Apparel, Technology and Management","","False","9","63","#1ABC9C","False",""
"acgurbuz","Ali Gurbuz","College of Engineering","Electrical and Computer Engineering","","False","4","136","#0072B2","False",""
"jredward","Jack Edwards","College of Engineering","Mechanical and Aerospace Engineering","","False","4","57","#0072B2","False",""
"fscholl","Frank Scholle","College of Sciences","Biological Sciences","","False","1","39","#009E73","False",""
"mvoynov","Maxim Voynov","College of Sciences","Chemistry","","False","2","45","#009E73","False",""
"rshamey","Renzo Shamey","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","3","60","#1ABC9C","False",""
"vpaneja","Viney Aneja","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","9","74","#009E73","False",""
"wwang","Wenye Wang","College of Engineering","Electrical and Computer Engineering","","False","5","87","#0072B2","False",""
"coby","Coby Schal","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","15","229","#E69F00","False",""
"rhhaefen","Roger von Haefen","College of Agriculture and Life Sciences","Agricultural and Resource Economics","","False","2","25","#E69F00","False",""
"mdrake","MaryAnne Drake","College of Agriculture and Life Sciences","Food, Bioprocessing, and Nutrition Sciences","","False","15","264","#E69F00","False",""
"aschnet","Astrid Schnetzer","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","1","45","#009E73","False",""
"bsunderw","Benjamin Underwood","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","175","#0072B2","False",""
"gcmclaug","Gail McLaughlin","College of Sciences","Physics","","False","7","95","#009E73","False",""
"rrvatsav","Ranga Vatsavai","College of Engineering","Computer Science","","False","1","50","#0072B2","False",""
"ytsuji","Yoshiaki Tsuji","College of Sciences","Biological Sciences","","False","4","30","#009E73","False",""
"efg","Ed Gehringer","College of Engineering","Computer Science","","False","1","101","#0072B2","False",""
"llfoster","Lori Foster","College of Humanities and Social Sciences","Psychology","","False","3","41","#CC79A7","False",""
"dyeun","Do Young Eun","College of Engineering","Electrical and Computer Engineering","","False","7","41","#0072B2","False",""
"fmartin3","Florence Martin","College of Education","Teacher Education and Learning Sciences","","False","1","135","#D55E00","False",""
"rsmith","Ralph Smith","College of Sciences","Mathematics","","False","2","107","#009E73","False",""
"rmjetton","Robert Jetton","College of Natural Resources","Forestry and Environmental Resources","","False","2","27","#9B59B6","False",""
"xzheng","Xiaoyong Zheng","College of Agriculture and Life Sciences","Agricultural and Resource Economics","","False","5","36","#E69F00","False",""
"nmnascon","Nanette Nascone-Yoder","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","4","34","#56B4E9","False",""
"hstohl","Hollylynne Lee","College of Education","Science, Technology, Engineering, & Mathematics Education","","False","2","43","#D55E00","False",""
"szeng","Zhaobang Zeng","College of Agriculture and Life Sciences","Horticultural Science","","False","6","42","#E69F00","False",""
"tabirkla","Thomas Birkland","College of Humanities and Social Sciences","Political Science & Public Administration [in the School of Public and International Affairs]","","False","4","43","#CC79A7","False",""
"mrburche","Michael Burchell","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","2","42","#E69F00","False",""
"hong","Hoon Hong","College of Sciences","Mathematics","","False","1","53","#009E73","False",""
"dmfoster","Derek Foster","College of Veterinary Medicine","Population Health and Pathobiology","","False","2","70","#56B4E9","False",""
"kzering","Kelly Zering","College of Agriculture and Life Sciences","Agricultural and Resource Economics","","False","1","5","#E69F00","False",""
"jflevine","Jay Levine","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","8","50","#009E73","False",""
"amlee3","Alice Lee","College of Sciences","Biological Sciences","","False","1","6","#009E73","False",""
"prwestmo","Phil Westmoreland","College of Engineering","Chemical and Biomolecular Engineering","","False","8","69","#0072B2","False",""
"rchiech","Ryan Chiechi","College of Sciences","Chemistry","","False","7","132","#009E73","False",""
"grant","Christine Grant","College of Engineering","Chemical and Biomolecular Engineering","","False","2","11","#0072B2","False",""
"jpliu","Paul Liu","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","2","65","#009E73","False",""
"jegoodwi","Jean Goodwin","College of Humanities and Social Sciences","Communication","","False","1","23","#CC79A7","False",""
"jnbocarr","Jason Bocarro","College of Natural Resources","Parks, Recreation and Tourism Management","","False","3","62","#9B59B6","False",""
"skim22","Sung Woo Kim","College of Agriculture and Life Sciences","Animal Science","","False","19","405","#E69F00","False",""
"drbohnen","DelWayne Bohnenstiehl","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","3","79","#009E73","False",""
"gcope","William Cope","College of Agriculture and Life Sciences","Applied Ecology","","False","4","99","#E69F00","False",""
"gpcruse","Glenn Cruse","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","4","51","#56B4E9","False",""
"evheugte","Eric VanHeugten","College of Agriculture and Life Sciences","Animal Science","","False","1","43","#E69F00","False",""
"jcbegeny","John Begeny","College of Humanities and Social Sciences","Psychology","","False","1","56","#CC79A7","False",""
"jdong","Jingyan Dong","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","8","110","#0072B2","False",""
"kdaniel","Karen Daniels","College of Sciences","Physics","","False","2","105","#009E73","False",""
"mbfisher","Matthew Fisher","College of Engineering","Biomedical Engineering","","False","1","82","#0072B2","False",""
"arabiei","Afsaneh Rabiei","College of Engineering","Mechanical and Aerospace Engineering","","False","1","94","#0072B2","False",""
"hdai","Huaiyu Dai","College of Engineering","Electrical and Computer Engineering","","False","4","202","#0072B2","False",""
"dljorda2","David Jordan","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","3","177","#E69F00","False",""
"crji","Chueng Ji","College of Sciences","Physics","","False","2","116","#009E73","False",""
"jljone21","Jacob Jones","College of Engineering","Materials Science and Engineering","","False","8","315","#0072B2","False",""
"rmrejesu","Roderick Rejesus","College of Agriculture and Life Sciences","Agricultural and Resource Economics","","False","4","68","#E69F00","False",""
"sasha","Alexandra Duel-Hallen","College of Engineering","Electrical and Computer Engineering","","False","4","33","#0072B2","False",""
"warobin3","Walter Robinson","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","1","46","#009E73","False",""
"eshim","Eunkyoung Shim","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","3","48","#1ABC9C","False",""
"dbbuchwa","David Buchwalter","College of Sciences","Biological Sciences","","False","4","71","#009E73","False",""
"ooralka","Omer Oralkan","College of Engineering","Electrical and Computer Engineering","","False","12","161","#0072B2","False",""
"jrbrunet","James Brunet","College of Humanities and Social Sciences","Political Science & Public Administration [in the School of Public and International Affairs]","","False","1","7","#CC79A7","False",""
"sbcraig","Bart Craig","College of Humanities and Social Sciences","Psychology","","False","3","14","#CC79A7","False",""
"cboi","Cristiana Boi","College of Engineering","Chemical and Biomolecular Engineering","","False","3","66","#0072B2","False",""
"aspnes","David Aspnes","College of Sciences","Physics","","False","11","69","#009E73","False",""
"avkuznet","Andrey Kuznetsov","College of Engineering","Mechanical and Aerospace Engineering","","False","19","283","#0072B2","False",""
"dazaharo","David Zaharoff","College of Engineering","Biomedical Engineering","","False","1","48","#0072B2","False",""
"mdschulm","Michael Schulman","College of Agriculture and Life Sciences","Agricultural and Human Sciences","","False","4","23","#E69F00","False",""
"ysaini","Yogesh Saini","College of Veterinary Medicine","Population Health and Pathobiology","","False","1","54","#56B4E9","False",""
"dfcall","Douglas Call","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","63","#0072B2","False",""
"krwening","Keith Weninger","College of Sciences","Physics","","False","3","81","#009E73","False",""
"iakogan","Irina Kogan","College of Sciences","Mathematics","","False","1","22","#009E73","False",""
"king","Russell King","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","3","35","#0072B2","False",""
"dofreyte","Donald Freytes","College of Engineering","Biomedical Engineering","","False","5","49","#0072B2","False",""
"sghosal","Subhashis Ghoshal","College of Sciences","Statistics","","False","4","51","#009E73","False",""
"dkaoumi","Djamel Kaoumi","College of Engineering","Nuclear Engineering","","False","2","84","#0072B2","False",""
"rjricha2","Robert Richardson","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","2","42","#E69F00","False",""
"mkang2","Min Kang","College of Sciences","Mathematics","","False","1","9","#009E73","False",""
"reirwin","Rebecca Irwin","College of Agriculture and Life Sciences","Applied Ecology","","False","7","135","#E69F00","False",""
"njolby","Natasha Olby","College of Veterinary Medicine","Clinical Sciences","","False","1","179","#56B4E9","False",""
"ahajbab","Ali Hajbabaie","College of Engineering","Civil, Construction and Environmental Engineering","","False","1","71","#0072B2","False",""
"mopeters","Matthew Peterson","College of Design","Graphic Design & Industrial Design","","False","1","22","#E74C3C","False",""
"raghilad","Reza Ghiladi","College of Sciences","Chemistry","","False","1","97","#009E73","False",""
"knivanov","Kostadin Ivanov","College of Engineering","Nuclear Engineering","","False","1","107","#0072B2","False",""
"anbryan2","Alyssa Rockenbach","College of Education","Educational Leadership, Policy, and Human Development","","False","1","59","#D55E00","False",""
"laramir2","Alonso Ramirez","College of Agriculture and Life Sciences","Applied Ecology","","False","4","93","#E69F00","False",""
"fisik","Fikret Isik","College of Natural Resources","Forestry and Environmental Resources","","False","7","90","#9B59B6","False",""
"yuan","Fuh-Gwo Yuan","College of Engineering","Mechanical and Aerospace Engineering","","False","4","153","#0072B2","False",""
"jwolson","Jonathan Olson","College of Sciences","Biological Sciences","","False","1","16","#009E73","False",""
"gilmarti","David Gilmartin","College of Humanities and Social Sciences","History","","False","1","28","#CC79A7","False",""
"atbliksl","Anthony Blikslager","College of Veterinary Medicine","College of Veterinary Medicine Administration","","False","16","210","#56B4E9","False",""
"ipsen","Ilse Ipsen","College of Sciences","Mathematics","","False","6","64","#009E73","False",""
"mpourgh","Moe Pourghaz","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","70","#0072B2","False",""
"nfrazie2","Nishani Frazier","College of Humanities and Social Sciences","History","","False","1","7","#CC79A7","False",""
"dlirving","Douglas Irving","College of Engineering","Materials Science and Engineering","","False","4","81","#0072B2","False",""
"jlintile","Joanne Intile","College of Veterinary Medicine","Clinical Sciences","","False","1","15","#56B4E9","False",""
"nreadin","Nathan Reading","College of Sciences","Mathematics","","False","1","45","#009E73","False",""
"iuroeder","Ian Roederer","College of Sciences","Physics","","False","6","129","#009E73","False",""
