"id","name","college","dept","title","is_asst","pub_year","pub_total","color","is_cfep","cfep_cluster"
"msano2","Mike Sano","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","3","43","#56B4E9","False",""
"acmyers3","Amanda Mills","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","3","27","#1ABC9C","False",""
"eekrupa","Erin Krupa","College of Education","Science, Technology, Engineering, & Mathematics Education","","False","3","31","#D55E00","False",""
"clpickwo","Carrie Pickworth","College of Agriculture and Life Sciences","Animal Science","","False","4","42","#E69F00","False",""
"forestry","Joseph Roise","College of Natural Resources","Forestry and Environmental Resources","","False","2","16","#9B59B6","False",""
"mlsikes","Michael Sikes","College of Sciences","Biological Sciences","","False","1","11","#009E73","False",""
"mpgreen2","Matthew Green","College of Sciences","Physics","","False","3","94","#009E73","False",""
"ecdobbin","Katie Sanders","College of Agriculture and Life Sciences","Agricultural and Human Sciences","","False","1","45","#E69F00","False",""
"vpriel","Virginia Riel","College of Humanities and Social Sciences","Sociology and Anthropology","","False","3","10","#CC79A7","False",""
"cgdunn4","Corey Dunn","College of Agriculture and Life Sciences","Applied Ecology","","False","4","18","#E69F00","False",""
"tamaypl","Traci Lamar","Wilson College of Textiles","Textile and Apparel, Technology and Management","","False","1","7","#1ABC9C","False",""
"askiess","Aaron Kiess","College of Agriculture and Life Sciences","Prestage Department of Poultry Science","","False","5","23","#E69F00","False",""
"ckclinto","Carter Clinton","College of Sciences","Biological Sciences","","False","1","7","#009E73","False",""
"shu4","Shuijin Hu","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","9","183","#E69F00","False",""
"shultz","David Shultz","College of Sciences","Chemistry","","False","3","59","#009E73","False",""
"fgarcia4","Fernando Garcia Menendez","College of Engineering","Civil, Construction and Environmental Engineering","","False","1","41","#0072B2","False",""
"jrfletc2","Josh Fletcher","College of Veterinary Medicine","Population Health and Pathobiology","","False","1","8","#56B4E9","False",""
"lhughes7","Lily Hughes","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","2","4","#009E73","False",""
"dlgrave2","Devon Graves","College of Education","Educational Leadership, Policy, and Human Development","","False","2","6","#D55E00","False",""
"wolfram","Walter Wolfram","College of Humanities and Social Sciences","English","","False","1","20","#CC79A7","False",""
"yencho","Craig Yencho","College of Agriculture and Life Sciences","Horticultural Science","","False","7","109","#E69F00","False",""
"ranji","Ranji Ranjithan","College of Engineering","Civil, Construction and Environmental Engineering","","False","1","66","#0072B2","False",""
"aecarso2","Ashley Brown","College of Engineering","Biomedical Engineering","","False","5","103","#0072B2","False",""
"ssengup2","Srijan Sengupta","College of Sciences","Statistics","","False","4","31","#009E73","False",""
"bakram","Bita Akram","College of Engineering","Computer Science","","False","2","10","#0072B2","False",""
"lschnei","Lesley Schneider","College of Humanities and Social Sciences","Sociology and Anthropology","","False","2","2","#CC79A7","False",""
"dbeggles","David Eggleston","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","4","70","#009E73","False",""
"odvelev","Orlin Velev","College of Engineering","Chemical and Biomolecular Engineering","","False","15","202","#0072B2","False",""
"ycampbe","Yan Campbell","College of Agriculture and Life Sciences","Prestage Department of Poultry Science","","False","1","5","#E69F00","False",""
"dpapp","David Papp","College of Sciences","Mathematics","","False","2","41","#009E73","False",""
"sewill32","Bess Williamson","College of Design","Media Arts, Design and Technology","","False","1","7","#E74C3C","False",""
"lmwidman","Laura Widman","College of Humanities and Social Sciences","Psychology","","False","7","102","#CC79A7","False",""
"mwking2","Martin King","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","5","72","#1ABC9C","False",""
"sppalmta","Scott Palmtag","College of Engineering","Nuclear Engineering","","False","2","30","#0072B2","False",""
"bnbakalo","Bojko Bakalov","College of Sciences","Mathematics","","False","2","30","#009E73","False",""
"xpeng5","Xinxia Peng","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","7","60","#56B4E9","False",""
"mzhu7","Mengmeng Zhu","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","3","14","#1ABC9C","False",""
"lawilli3","Laurie Williams","College of Engineering","Computer Science","","False","7","101","#0072B2","False",""
"mhenrik","Michala de Linde Henriksen","College of Veterinary Medicine","Clinical Sciences","","False","3","57","#56B4E9","False",""
"jgrimes","Jesse Grimes","College of Agriculture and Life Sciences","Prestage Department of Poultry Science","","False","6","62","#E69F00","False",""
"lclove","Lydia Love","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","3","18","#56B4E9","False",""
"dcastel2","Ela Castellanos-Reyes","College of Education","Teacher Education and Learning Sciences","","False","4","21","#D55E00","False",""
"mtang8","Minh Tang","College of Sciences","Statistics","","False","2","57","#009E73","False",""
"nbbandil","Nonoy Bandillo","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","7","47","#E69F00","False",""
"cxu24","Cheryl Xu","College of Engineering","Mechanical and Aerospace Engineering","","False","1","90","#0072B2","False",""
"jkern","Jordan Kern","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","2","39","#0072B2","False",""
"jmalonso","Jose Alonso Bellver","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","5","72","#E69F00","False",""
"msharar","Mahmoud Sharara","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","2","30","#E69F00","False",""
"dambaras","David Ambaras","College of Humanities and Social Sciences","History","","False","1","17","#CC79A7","False",""
"xwu27","Xu Wu","College of Engineering","Nuclear Engineering","","False","8","37","#0072B2","False",""
"mnavramo","Maria Avramova","College of Engineering","Nuclear Engineering","","False","5","85","#0072B2","False",""
"kjpeters","Kara Peters","College of Engineering","Engineering Research","","False","4","157","#0072B2","False",""
"chwang2","Chanmi Hwang","Wilson College of Textiles","Textile and Apparel, Technology and Management","","False","3","22","#1ABC9C","False",""
"btoconno","Brendan O'Connor","College of Engineering","Mechanical and Aerospace Engineering","","False","3","87","#0072B2","False",""
"eatorre3","Emmanuel Torres Quezada","College of Agriculture and Life Sciences","Horticultural Science","","False","4","20","#E69F00","False",""
"tdwalke2","Trevor Walker","College of Natural Resources","Forestry and Environmental Resources","","False","2","19","#9B59B6","False",""
"aismirno","Alexej Smirnov","College of Sciences","Chemistry","","False","4","127","#009E73","False",""
"bwatson","Benjamin Watson","College of Engineering","Computer Science","","False","2","22","#0072B2","False",""
"tagates","Terry Gates","College of Sciences","Biological Sciences","","False","1","19","#009E73","False",""
"jtsuji","Jun Ninomiya-Tsuji","College of Sciences","Biological Sciences","","False","1","52","#009E73","False",""
"jhstewar","Jared Stewart-Ginsburg","College of Education","Teacher Education and Learning Sciences","","False","2","16","#D55E00","False",""
"amelsha","Ahmed El-Shafei","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","1","134","#1ABC9C","False",""
"amjohns2","Amy Johnson","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","1","10","#E69F00","False",""
"mrahe","Michael Rahe","College of Veterinary Medicine","Population Health and Pathobiology","","False","4","31","#56B4E9","False",""
"kameikle","Kelly Meiklejohn","College of Veterinary Medicine","Population Health and Pathobiology","","False","9","46","#56B4E9","False",""
"nwising","Nina Balke","College of Engineering","Materials Science and Engineering","","False","4","143","#0072B2","False",""
"sbigham","Sajjad Bigham","College of Engineering","Mechanical and Aerospace Engineering","","False","7","13","#0072B2","False",""
"drotenb","Dorith Rotenberg","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","2","60","#E69F00","False",""
"mckulkar","Maitreyee Kulkarni","College of Sciences","Mathematics","","False","1","1","#009E73","False",""
"shgreene","Steven Greene","College of Humanities and Social Sciences","Political Science & Public Administration [in the School of Public and International Affairs]","","False","2","21","#CC79A7","False",""
"nsharm23","Nitin Sharma","College of Engineering","Biomedical Engineering","","False","8","125","#0072B2","False",""
"falexal","Alex Albert","College of Engineering","Civil, Construction and Environmental Engineering","","False","1","57","#0072B2","False",""
"smrobin5","Stefanie Robinson","Poole College of Management","Marketing","","False","1","9","#F0E442","False",""
"anharr25","Autumn Harris","College of Veterinary Medicine","Clinical Sciences","","False","6","43","#56B4E9","False",""
"tnguye13","Tien Khai Nguyen","College of Sciences","Mathematics","","False","2","45","#009E73","False",""
"fterzio","Fatma Terzioglu","College of Sciences","Mathematics","","False","1","3","#009E73","False",""
"jdsmit29","Jared Smith","Poole College of Management","Finance","","False","1","10","#F0E442","False",""
"lalucia","Lucian Lucia","College of Natural Resources","Forest Biomaterials","","False","23","313","#9B59B6","False",""
"shall5","Steven Hall","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","2","42","#E69F00","False",""
"sthakur","Siddhartha Thakur","College of Veterinary Medicine","Population Health and Pathobiology","","False","3","100","#56B4E9","False",""
"dvashae","Daryoosh Vashaee","College of Engineering","Electrical and Computer Engineering","","False","6","210","#0072B2","False",""
"agupta1","Abhinav Gupta","College of Engineering","Civil, Construction and Environmental Engineering","","False","6","67","#0072B2","False",""
"aalexan3","Alen Alexanderian","College of Sciences","Mathematics","","False","1","48","#009E73","False",""
"hubbe","Martin Hubbe","College of Natural Resources","Forest Biomaterials","","False","10","137","#9B59B6","False",""
"jsking5","John King","College of Natural Resources","Forestry and Environmental Resources","","False","2","102","#9B59B6","False",""
"rbarran","Rodolphe Barrangou","College of Agriculture and Life Sciences","Food, Bioprocessing, and Nutrition Sciences","","False","15","237","#E69F00","False",""
"wchang6","Wei-Chen Chang","College of Sciences","Chemistry","","False","10","76","#009E73","False",""
"chuang35","Joey Huang","College of Education","Teacher Education and Learning Sciences","","False","1","15","#D55E00","False",""
"njhostet","Nathan Hostetter","College of Agriculture and Life Sciences","Applied Ecology","","False","1","30","#E69F00","False",""
"asaibab","Arvind Krishna Saibaba","College of Sciences","Mathematics","","False","6","52","#009E73","False",""
"wplace","Wayne Place","College of Design","Architecture","","False","1","2","#E74C3C","False",""
"lmclaug2","Levi McLaughlin","College of Humanities and Social Sciences","Philosophy and Religious Studies","","False","2","34","#CC79A7","False",""
"bejacks2","Brian Jackson","College of Agriculture and Life Sciences","Horticultural Science","","False","2","48","#E69F00","False",""
"rsazdan","Radmila Sazdanovic","College of Sciences","Mathematics","","False","1","53","#009E73","False",""
"lwalker3","Lin Walker","College of Agriculture and Life Sciences","Prestage Department of Poultry Science","","False","4","15","#E69F00","False",""
"wgknolle","Whitney Knollenberg","College of Natural Resources","Parks, Recreation and Tourism Management","","False","1","51","#9B59B6","False",""
"cwcahoon","Charles Cahoon","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","5","35","#E69F00","False",""
"cswalke4","Christopher Walker","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","1","26","#56B4E9","False",""
"aoh","Annie Oh","College of Veterinary Medicine","Clinical Sciences","","False","2","21","#56B4E9","False",""
"mpmarti7","Meredith Martin","College of Natural Resources","Forestry and Environmental Resources","","False","2","18","#9B59B6","False",""
"kmathews","Kyle Mathews","College of Veterinary Medicine","Clinical Sciences","","False","3","66","#56B4E9","False",""
"dhpoole","Daniel Poole","College of Agriculture and Life Sciences","Animal Science","","False","6","51","#E69F00","False",""
"myang26","Minliang Yang","College of Agriculture and Life Sciences","Food, Bioprocessing, and Nutrition Sciences","","False","3","27","#E69F00","False",""
"kbflores","Kevin Flores","College of Sciences","Mathematics","","False","1","42","#009E73","False",""
"xlin35","Xingcheng Lin","College of Sciences","Physics","","False","12","56","#009E73","False",""
"hsarmstr","Helen Armstrong","College of Design","Graphic Design & Industrial Design","","False","1","5","#E74C3C","False",""
"astaicu","Ana-Maria Staicu","College of Sciences","Statistics","","False","2","68","#009E73","False",""
"jbelmon2","Julio Monti Belmonte","College of Sciences","Physics","","False","2","29","#009E73","False",""
"slvaden","Shelly Vaden","College of Veterinary Medicine","Clinical Sciences","","False","5","84","#56B4E9","False",""
"hcui9","Hantao Cui","College of Engineering","Electrical and Computer Engineering","","False","6","70","#0072B2","False",""
"lapaquin","Laura Paquin","College of Engineering","Mechanical and Aerospace Engineering","","False","1","1","#0072B2","False",""
"cproulx","Caroline Proulx","College of Sciences","Chemistry","","False","3","42","#009E73","False",""
"tbmarant","Traci Brynne Voyles","College of Humanities and Social Sciences","History","","False","2","5","#CC79A7","False",""
"bkgoodwi","Barry Goodwin","College of Agriculture and Life Sciences","Agricultural and Resource Economics","","False","4","76","#E69F00","False",""
"ksaul","Katherine Saul","College of Engineering","Mechanical and Aerospace Engineering","","False","6","76","#0072B2","False",""
"lsguerta","Lucie Guertault","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","1","25","#E69F00","False",""
"mjlewis","Melissa Lewis","College of Veterinary Medicine","Clinical Sciences","","False","3","55","#56B4E9","False",""
"rbhayes","Robert Hayes","College of Engineering","Nuclear Engineering","","False","6","61","#0072B2","False",""
"skmishra","Santosh Mishra","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","1","35","#56B4E9","False",""
"tnwilli7","Tova Williams Cherry","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","1","10","#1ABC9C","False",""
"tprange","Timo Prange","College of Veterinary Medicine","Clinical Sciences","","False","1","34","#56B4E9","False",""
"spontak","Richard Spontak","College of Engineering","Chemical and Biomolecular Engineering","","False","3","144","#0072B2","False",""
"gbyrd","Greg Byrd","College of Engineering","Electrical and Computer Engineering","","False","1","53","#0072B2","False",""
"bmrao","Balaji Rao","College of Engineering","Chemical and Biomolecular Engineering","","False","2","67","#0072B2","False",""
"gwambros","Graham Ambrose","College of Humanities and Social Sciences","Political Science & Public Administration [in the School of Public and International Affairs]","","False","2","11","#CC79A7","False",""
"ksmulvey","Kelly Lynn Mulvey","College of Humanities and Social Sciences","Psychology","","False","15","138","#CC79A7","False",""
"mbedward","Michael Edwards","College of Natural Resources","Parks, Recreation and Tourism Management","","False","1","57","#9B59B6","False",""
"rcrespo","Rocio Crespo","College of Veterinary Medicine","Population Health and Pathobiology","","False","2","64","#56B4E9","False",""
"erbrook4","Eric Brooks","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","3","15","#56B4E9","False",""
"hdwester","Hans Westermeyer","College of Veterinary Medicine","Clinical Sciences","","False","2","43","#56B4E9","False",""
"vgcarraw","Virginia Stage","College of Agriculture and Life Sciences","Agricultural and Human Sciences","","False","7","60","#E69F00","False",""
"kbchen2","Karen Chen","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","8","46","#0072B2","False",""
"akemper","Lex Kemper","College of Sciences","College of Sciences Administration","","False","6","125","#009E73","False",""
"scshanno","Steven Shannon","College of Engineering","Nuclear Engineering","","False","4","56","#0072B2","False",""
"arellis","Alan Ellis","College of Humanities and Social Sciences","Social Work","","False","1","72","#CC79A7","False",""
"oaharrys","Ola Lars Harrysson","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","2","61","#0072B2","False",""
"amikael","Aram Mikaelyan","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","1","37","#E69F00","False",""
"cmjones6","Corey Jones","College of Sciences","Mathematics","","False","3","40","#009E73","False",""
"jcmichno","Jim Michnowicz","College of Humanities and Social Sciences","World Languages and Cultures","","False","1","22","#CC79A7","False",""
"fldelosr","Francis de los Reyes","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","93","#0072B2","False",""
"randers6","Robin Anderson","College of Education","Science, Technology, Engineering, & Mathematics Education","","False","1","8","#D55E00","False",""
"dvzenkov","Dmitry Zenkov","College of Sciences","Mathematics","","False","1","15","#009E73","False",""
"agduffy","Alli Duffy","College of Sciences","Biological Sciences","","False","3","12","#009E73","False",""
"lmpaciul","Lisa Paciulli","College of Sciences","Biological Sciences","","False","1","1","#009E73","False",""
"cjmattin","Carolyn Mattingly","College of Sciences","Biological Sciences","","False","2","59","#009E73","False",""
"macubeta","Marc Cubeta","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","3","64","#E69F00","False",""
"mtulbure","Mirela Tulbure","College of Natural Resources","Forestry and Environmental Resources","","False","1","55","#9B59B6","False",""
"gefernan","Gina Fernandez","College of Agriculture and Life Sciences","Horticultural Science","","False","4","48","#E69F00","False",""
"candice","Ioannis Viniotis","College of Engineering","Electrical and Computer Engineering","","False","1","23","#0072B2","False",""
"pndarma","Panji Darma","College of Engineering","Civil, Construction and Environmental Engineering","","False","1","1","#0072B2","False",""
"sbhatta4","Subhashish Bhattacharya","College of Engineering","Electrical and Computer Engineering","","False","23","632","#0072B2","False",""
"cdrock","Christopher Rock","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","2","21","#0072B2","False",""
"lkhanley","Linda Hanley-Bowdoin","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","6","54","#E69F00","False",""
"ejakubi","Elena Jakubikova","College of Sciences","Chemistry","","False","11","85","#009E73","False",""
"jlswann","Julie Swann","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","3","100","#0072B2","False",""
"jmbradl5","Justin Bradley","College of Engineering","Computer Science","","False","1","50","#0072B2","False",""
"mjovano","Milena Jovanovic","College of Sciences","Chemistry","","False","4","24","#009E73","False",""
"sesuter","Steven Suter","College of Veterinary Medicine","Clinical Sciences","","False","2","52","#56B4E9","False",""
"iperera","Imara Perera","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","1","33","#E69F00","False",""
"jjrice","Jacelyn Rice-Boayue","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","15","#0072B2","False",""
"jaellis5","Jesse Ellis","Poole College of Management","Finance","","False","1","14","#F0E442","False",""
"szgurbuz","Sevgi Gurbuz","College of Engineering","Electrical and Computer Engineering","","False","5","125","#0072B2","False",""
"aakono","Ange Therese Akono","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","3","#0072B2","False",""
"svalliy","Sharma Thankachan","College of Engineering","Computer Science","","False","2","8","#0072B2","False",""
"ericro","Eric Rotenberg","College of Engineering","Electrical and Computer Engineering","","False","3","39","#0072B2","False",""
"jhu35","Jingjie Hu","College of Engineering","Mechanical and Aerospace Engineering","","False","3","31","#0072B2","False",""
"rdewey","Ralph Dewey","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","1","37","#E69F00","False",""
"xie","Lian Xie","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","2","78","#009E73","False",""
"aneilso","Andrew Neilson","College of Agriculture and Life Sciences","Kannapolis Research","","False","7","122","#E69F00","False",""
"yliu322","Yuchen Liu","College of Engineering","Computer Science","","False","23","56","#0072B2","False",""
"gsseiler","Gabriela Seiler","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","1","36","#56B4E9","False",""
"sptou","Sandra Tou","College of Veterinary Medicine","Clinical Sciences","","False","1","30","#56B4E9","False",""
"doharris","Dan Harris","College of Sciences","Statistics","","False","1","3","#009E73","False",""
"aeroglu","Abdulkerim Eroglu","College of Agriculture and Life Sciences","Kannapolis Research","","False","1","24","#E69F00","False",""
"drasmus","David Rasmussen","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","4","57","#E69F00","False",""
"hall","Carol Hall","College of Engineering","Chemical and Biomolecular Engineering","","False","9","152","#0072B2","False",""
"iherrma","Ina Herrmann","College of Veterinary Medicine","Clinical Sciences","","False","2","20","#56B4E9","False",""
"jayscue","Jenn Ayscue","College of Education","Educational Leadership, Policy, and Human Development","","False","1","30","#D55E00","False",""
"jbearp","Julie Earp","Poole College of Management","Information Technology, Analytics, & Operations","","False","1","14","#F0E442","False",""
"aybozkur","Alper Bozkurt","College of Engineering","Electrical and Computer Engineering","","False","8","122","#0072B2","False",""
